ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,user,password,command,arg,mime_type,file_size,reply_code,reply_msg,passive,orig_h,resp_h,resp_p,fuid
1331906776.310000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,210,12).",T,192.168.202.102,192.168.22.101,53772,FYqB2o1hOEpM70Oa5
1331906776.330000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/WTForms-1.0.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/WTForms-1.0.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.330000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,153,82).",T,192.168.202.102,192.168.22.101,39250,FYqB2o1hOEpM70Oa5
1331906776.330000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/WTForms-1.0.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/WTForms-1.0.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.340000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,234,156).",T,192.168.202.102,192.168.22.101,60060,FYqB2o1hOEpM70Oa5
1331906776.340000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/Werkzeug-0.8.3-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/Werkzeug-0.8.3-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.340000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,231,134).",T,192.168.202.102,192.168.22.101,59270,FYqB2o1hOEpM70Oa5
1331906776.350000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/Werkzeug-0.8.3-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/Werkzeug-0.8.3-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.350000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,189,255).",T,192.168.202.102,192.168.22.101,48639,FYqB2o1hOEpM70Oa5
1331906776.350000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/amqplib/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/amqplib/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.360000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,130,86).",T,192.168.202.102,192.168.22.101,33366,FYqB2o1hOEpM70Oa5
1331906776.360000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/amqplib/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/amqplib/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.360000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,132,41).",T,192.168.202.102,192.168.22.101,33833,FYqB2o1hOEpM70Oa5
1331906776.370000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/amqplib-1.0.2-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/amqplib-1.0.2-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.370000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,196,146).",T,192.168.202.102,192.168.22.101,50322,FYqB2o1hOEpM70Oa5
1331906776.370000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/amqplib-1.0.2-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/amqplib-1.0.2-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.370000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,165,12).",T,192.168.202.102,192.168.22.101,42252,FYqB2o1hOEpM70Oa5
1331906776.380000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/anyjson/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/anyjson/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.380000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,222,204).",T,192.168.202.102,192.168.22.101,57036,FYqB2o1hOEpM70Oa5
1331906776.380000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/anyjson/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/anyjson/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.380000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,170,167).",T,192.168.202.102,192.168.22.101,43687,FYqB2o1hOEpM70Oa5
1331906776.390000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.390000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,196,118).",T,192.168.202.102,192.168.22.101,50294,FYqB2o1hOEpM70Oa5
1331906776.400000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.400000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,206,195).",T,192.168.202.102,192.168.22.101,52931,FYqB2o1hOEpM70Oa5
1331906776.400000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/argparse-1.2.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/argparse-1.2.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.410000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,157,174).",T,192.168.202.102,192.168.22.101,40366,FYqB2o1hOEpM70Oa5
1331906776.410000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/argparse-1.2.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/argparse-1.2.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.410000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,167,191).",T,192.168.202.102,192.168.22.101,42943,FYqB2o1hOEpM70Oa5
1331906776.420000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/celery/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/celery/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.420000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,167,42).",T,192.168.202.102,192.168.22.101,42794,FYqB2o1hOEpM70Oa5
1331906776.420000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/celery/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/celery/.ftpdBUL2Da: Operation not permitted,,,,,FYqB2o1hOEpM70Oa5
1331906776.420000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,205,164).",T,192.168.202.102,192.168.22.101,52644,FYqB2o1hOEpM70Oa5
1331906776.450000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FswA8kpqQ3ghfbtRc
1331906776.450000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,211,116).",T,192.168.202.102,192.168.22.101,54132,FswA8kpqQ3ghfbtRc
1331906776.450000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FswA8kpqQ3ghfbtRc
1331906776.460000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,238,46).",T,192.168.202.102,192.168.22.101,60974,FswA8kpqQ3ghfbtRc
1331906776.460000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/dateutil/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/dateutil/.ftpdBUL2Da: Operation not permitted,,,,,FswA8kpqQ3ghfbtRc
1331906776.470000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,142,207).",T,192.168.202.102,192.168.22.101,36559,FswA8kpqQ3ghfbtRc
1331906776.470000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/dateutil/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/dateutil/.ftpdBUL2Da: Operation not permitted,,,,,FswA8kpqQ3ghfbtRc
1331906776.470000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,175,240).",T,192.168.202.102,192.168.22.101,45040,FswA8kpqQ3ghfbtRc
1331906776.470000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/flask/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/flask/.ftpdBUL2Da: Operation not permitted,,,,,FRfEn41yDHeN3kN8h8
1331906776.480000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,132,71).",T,192.168.202.102,192.168.22.101,33863,FRfEn41yDHeN3kN8h8
1331906776.480000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/flask/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/flask/.ftpdBUL2Da: Operation not permitted,,,,,FRfEn41yDHeN3kN8h8
1331906776.480000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,146,224).",T,192.168.202.102,192.168.22.101,37600,FRfEn41yDHeN3kN8h8
1331906776.490000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/flaskext/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/flaskext/.ftpdBUL2Da: Operation not permitted,,,,,FYVTJD1aJU5q8PyNc5
1331906776.500000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,196,7).",T,192.168.202.102,192.168.22.101,50183,FYVTJD1aJU5q8PyNc5
1331906776.500000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/flaskext/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/flaskext/.ftpdBUL2Da: Operation not permitted,,,,,FYVTJD1aJU5q8PyNc5
1331906776.500000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,195,118).",T,192.168.202.102,192.168.22.101,50038,FYVTJD1aJU5q8PyNc5
1331906776.510000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/gunicorn/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/.ftpdBUL2Da: Operation not permitted,,,,,FYVTJD1aJU5q8PyNc5
1331906776.510000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,168,195).",T,192.168.202.102,192.168.22.101,43203,FYVTJD1aJU5q8PyNc5
1331906776.510000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/gunicorn/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/.ftpdBUL2Da: Operation not permitted,,,,,FYVTJD1aJU5q8PyNc5
1331906776.510000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,186,27).",T,192.168.202.102,192.168.22.101,47643,FYVTJD1aJU5q8PyNc5
1331906776.520000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/gunicorn-0.14.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/gunicorn-0.14.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FER4TY3LBJqIOWP9Va
1331906776.520000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,216,219).",T,192.168.202.102,192.168.22.101,55515,FER4TY3LBJqIOWP9Va
1331906776.530000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/gunicorn-0.14.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/gunicorn-0.14.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FER4TY3LBJqIOWP9Va
1331906776.530000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,146,125).",T,192.168.202.102,192.168.22.101,37501,FER4TY3LBJqIOWP9Va
1331906776.530000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/jinja2/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/jinja2/.ftpdBUL2Da: Operation not permitted,,,,,FER4TY3LBJqIOWP9Va
1331906776.540000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,170,220).",T,192.168.202.102,192.168.22.101,43740,FER4TY3LBJqIOWP9Va
1331906776.540000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/jinja2/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/jinja2/.ftpdBUL2Da: Operation not permitted,,,,,FER4TY3LBJqIOWP9Va
1331906776.540000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,188,91).",T,192.168.202.102,192.168.22.101,48219,FER4TY3LBJqIOWP9Va
1331906776.560000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/kombu/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/kombu/.ftpdBUL2Da: Operation not permitted,,,,,FxoGnc2DyWfBof94E1
1331906776.560000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,201,14).",T,192.168.202.102,192.168.22.101,51470,FxoGnc2DyWfBof94E1
1331906776.560000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/kombu/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/kombu/.ftpdBUL2Da: Operation not permitted,,,,,FxoGnc2DyWfBof94E1
1331906776.560000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,191,87).",T,192.168.202.102,192.168.22.101,48983,FxoGnc2DyWfBof94E1
1331906776.590000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/kombu-2.1.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/kombu-2.1.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.590000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,164,141).",T,192.168.202.102,192.168.22.101,42125,FMzQll360snDda3xMc
1331906776.590000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/kombu-2.1.1-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/kombu-2.1.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.590000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,159,87).",T,192.168.202.102,192.168.22.101,40791,FMzQll360snDda3xMc
1331906776.600000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.600000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,179,115).",T,192.168.202.102,192.168.22.101,45939,FMzQll360snDda3xMc
1331906776.610000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.610000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,215,155).",T,192.168.202.102,192.168.22.101,55195,FMzQll360snDda3xMc
1331906776.610000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/python_dateutil-1.5-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/python_dateutil-1.5-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.620000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,172,37).",T,192.168.202.102,192.168.22.101,44069,FMzQll360snDda3xMc
1331906776.620000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/python_dateutil-1.5-py2.7.egg-info/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/python_dateutil-1.5-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.620000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,169,243).",T,192.168.202.102,192.168.22.101,43507,FMzQll360snDda3xMc
1331906776.630000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/sqlalchemy/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/sqlalchemy/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.630000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,232,1).",T,192.168.202.102,192.168.22.101,59393,FMzQll360snDda3xMc
1331906776.630000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/sqlalchemy/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/sqlalchemy/.ftpdBUL2Da: Operation not permitted,,,,,FMzQll360snDda3xMc
1331906776.640000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,205,113).",T,192.168.202.102,192.168.22.101,52593,FMzQll360snDda3xMc
1331906776.650000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdBUL2Da: Operation not permitted,,,,,FTExS63lT6jHhuLiaj
1331906776.650000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,131,217).",T,192.168.202.102,192.168.22.101,33753,FTExS63lT6jHhuLiaj
1331906776.650000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,STOR,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/werkzeug/.ftpdBUL2Da: Operation not permitted,,,,,FTExS63lT6jHhuLiaj
1331906776.650000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,225,70).",T,192.168.202.102,192.168.22.101,57670,FTExS63lT6jHhuLiaj
1331906776.670000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,DELE,ftp://192.168.22.101/dept/env/lib/python2.7/site-packages/wtforms/.ftpdBUL2Da,,,550,/dept/env/lib/python2.7/site-packages/wtforms/.ftpdBUL2Da: Operation not permitted,,,,,F3TPcfg2XLRYKQN4
1331906776.680000,CqhKpZ3lePSACJPUnh,192.168.202.102,1100,192.168.22.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,22,101,215,127).",T,192.168.202.102,192.168.22.101,55167,F3TPcfg2XLRYKQN4
